"ResponseId","LICENSE","AGE","GENDER","GENDER_OTHER_TEXT","ZIPCODE","COUNTY","COUNTY_OTHER_TEXT","INCOME","COSTS","FREQUENCY","DURATION","SKILL","REASONS_N","REASON_FUN","REASON_FOOD","REASON_SELL","REASON_CHARTER","REASON_OTHER","REASON_OTHER_TEXT","LOCATIONS_N","LOCATION_VESSEL","LOCATION_SHORE","LOCATION_PIER","ZONES_N","ZONE_1","ZONE_2","ZONE_3","ZONE_4","ZONE_5","ZONE_6","ZONE_7","ZONE_8","ZONE_9","ZONE_10","ZONE_11","ZONE_12","ZONE_13","ZONE_14","ZONE_15","ZONE_16","ZONE_17","ZONE_18","ZONE_19","ZONE_20","ZONE_21","ZONE_22","ZONE_23","ZONE_24","ZONE_25","ZONE_26","ZONE_27","ZONE_28","ZONE_29","ZONE_30","ZONE_31","ZONE_32","ZONE_33","ZONE_34","ZONE_35","ZONE_36","ZONE_37","ZONE_38","ZONE_39","ZONE_40","ZONE_41","ZONE_42","ZONE_43","ZONE_44","ZONE_45","ZONE_46","ZONE_47","ZONE_48","ZONE_49","ZONE_50","ZONE_51","ZONE_52","ZONE_53","ZONE_54","ZONE_55","ZONE_56","ZONE_57","ZONE_58","ZONE_59","ZONE_60","ZONE_61","ZONE_62","ZONE_63","ZONE_64","ZONE_65","ZONE_66","ZONE_67","ZONE_68","ZONE_69","ZONE_70","ZONE_71","ZONE_72","ZONE_73","ZONE_74","ZONE_75","ZONE_76","PRESSURES_N","PRESSURE_STORMS","PRESSURE_HABLOSS","PRESSURE_WQUALITY","PRESSURE_FISHPOP","PRESSURE_ANGLERS","PRESSURE_DEVELOP","PRESSURE_COSTS","PRESSURE_POLICY","SPECIES_OFTEN_N","SPECIES_SNOOK","SPECIES_SEATROUT","SPECIES_REDDRUM","SPECIES_TARPON","SPECIES_SHEEPSHEAD","SPECIES_SNAPPER","SPECIES_GROUPER","SPECIES_OTHER","SPECIES_OTHER_TEXT","HABITAT_SEAGRASS","HABITAT_HARDBTM","HABITAT_ARTREEF","HABITAT_RIVER","HABITAT_SHORELINE","HABITAT_INFRASTR","AR_RELIEF","AR_SIZE","AR_DEPTH","AR_COMPLEX","AR_MATERIAL_CONCRETE","AR_MATERIAL_PREFAB","AR_MATERIAL_ROCK","AR_MATERIAL_TIRE","CONCRETE_ATTRACTFISH","CONCRETE_WORSEWQ","CONCRETE_SEDSTABILIZE","CONCRETE_DAMAGEHAB","CONCRETE_RESTORETOOL","TIRE_ATTRACTFISH","TIRE_WORSEWQ","TIRE_SEDSTABILIZE","TIRE_DAMAGEHAB","TIRE_RESTORETOOL","FUNDING","AWARE","ACTION_MONITOR","ACTION_STABILIZE","ACTION_COVER","ACTION_REMOVEPART","ACTION_REMOVEALL"
"R_5FJ0dF9sQUPgAym","General","45 - 54","Female",NA,"33527","Hillsborough",NA,"$50,001 - $75,000",100,"About once a week","1 - 4 years","Good",1,1,0,0,0,0,NA,1,1,0,0,18,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes",NA,"Never","Never","Never","Never","Never","Rarely",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Disagree","Agree","Disagree","Agree","Disagree","Supportive","No",3.43,5.13,0.6,7.61,5.49
"R_3LbQReAP119MBIP","General","25 - 34","Male",NA,"33604","Hillsborough",NA,"$75,001 - $100,000",40,"About once a week","20 years or more","Excellent",2,1,1,0,0,0,NA,1,1,0,0,5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,3,"Often","Often","Often","Never","Sometimes","Sometimes","Never","Never",NA,"Sometimes","Rarely","Rarely","Often","Often","Sometimes","Not sure","Medium","Shallow","Complex","Often","Never","Often","Never","Agree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Disagree","Agree","Somewhat agree","Somewhat agree","Disagree","Supportive","No",5.02,5.06,5.23,5.2,10
"R_6eP0Nit643VUphJ","General","45 - 54","Male",NA,"33616","Hillsborough",NA,"$100,000 or more",250,"About once a month","5 - 9 years","Good",1,1,0,0,0,0,NA,1,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,3,"Often","Never","Never","Never","Sometimes","Always","Always","Sometimes","Shark","Sometimes","Often","Often","Often","Rarely","Often","Moderate","Large","Deep","Moderate","Sometimes","Sometimes","Sometimes","Never","Somewhat agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Agree","Agree","Agree","Somewhat disagree","Supportive","No",4.89,6.79,8.25,9.2,10
"R_1Jk0R5aC7GrA8Kl","General","45 - 54","Male",NA,"34652","Pasco",NA,"$50,001 - $75,000",50,"About once a month","Less than a year","Good",1,1,0,0,0,0,NA,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"Always","Always","Always","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Black drum","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Not sure","Not sure","Shallow","Not sure","Not sure","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Supportive","No",4.99,8.71,6.67,0.82,10
"R_1qrsbskn3Z4GXeu","General","55 - 64","Male",NA,"34219","Manatee",NA,"$100,000 or more",200,"About once a month","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Rarely","Never",NA,"Often","Rarely","Rarely","Sometimes","Often","Rarely","Not sure","Not sure","Shallow","Not sure","Sometimes","Rarely","Never","Never","Somewhat agree","Disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Supportive","No",2.75,8.56,8.24,0,9.99
"R_6IYnTHD08p8monq","General","55 - 64","Female",NA,"34207","Manatee",NA,"$25,000 or less",125,"Many times a week","10 - 19 years","Good",1,1,0,0,0,0,NA,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,5,1,1,0,1,0,1,1,0,0,"Never","Never","Never","Never","Never","Never","Never","Never",NA,"Sometimes","Never","Never","Sometimes","Sometimes","Always",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",3.61,1.47,1.39,10,10
"R_7mpU3Cf0IPYVjah","General","45 - 54","Male",NA,"33619","Hillsborough",NA,"$100,000 or more",NA,"Many times a week","5 - 9 years","Excellent",1,1,0,0,0,0,NA,1,0,1,0,25,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,0,0,0,0,1,"Sometimes","Sometimes","Sometimes","Always","Never","Never","Never","Sometimes","Jack cravele","Often","Sometimes","Rarely","Often","Often","Often","Moderate","Medium","Shallow","Moderate","Not sure","Not sure","Not sure","Not sure","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Supportive","No",4.59,1.31,8.17,5.71,4.46
"R_525VSXMCQBbv6mU","General","45 - 54","Male",NA,"33606","Hillsborough",NA,"$75,001 - $100,000",100,"About once a month","20 years or more","Good",1,0,1,0,0,0,NA,2,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,"Rarely","Sometimes","Rarely","Never","Often","Often","Never","Often","mullet","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","High","Medium","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Never","Agree","Disagree","Somewhat agree","Somewhat disagree","Disagree","Strongly disagree","Agree","Somewhat disagree","Agree","Strongly disagree","Neutral","No",0,0,0,0,10
"R_50e0PQ1HIvnLPSq","General","55 - 64","Male",NA,"33712","Pinellas",NA,"$100,000 or more",100,"Many times a week","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,4,1,1,0,0,1,1,0,0,4,"Often","Often","Often","Often","Rarely","Sometimes","Sometimes","Sometimes","Cobia","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Moderate","Medium","Moderate","Complex","Sometimes","Rarely","Sometimes","Never","Strongly agree","Somewhat disagree","Agree","Strongly disagree","Agree","Disagree","Strongly agree","Disagree","Agree","Strongly disagree","Supportive","Yes",0.18,4.6,0.22,10,10
"R_1fjGExrKzDyIEqv","General","45 - 54","Male",NA,"33579","Hillsborough",NA,"$100,000 or more",40,"A few times","5 - 9 years","Good",2,1,1,0,0,0,NA,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,1,1,"Sometimes","Often","Sometimes","Never","Sometimes","Sometimes","Rarely","Never",NA,"Often","Rarely","Rarely","Rarely","Often","Sometimes","Moderate","Medium","Shallow","Moderate","Sometimes","Rarely","Sometimes","Never","Somewhat disagree","Disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","No",4.92,9.08,5.87,5.71,5.34
"R_3SHr12O2D1Fr7kK","General","35 - 44","Male",NA,"33611","Hillsborough",NA,"$100,000 or more",500,"About once a month","20 years or more","Excellent",1,1,0,0,0,0,NA,3,1,1,1,40,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,8,1,1,1,1,1,1,1,1,5,"Always","Often","Always","Sometimes","Sometimes","Often","Often","Sometimes","Cobia, Triple Tail, Kingfish, Spanish Mackerel, Black Drum, Jack Crevalle","Always","Sometimes","Sometimes","Rarely","Always","Often","Not sure","Medium","Moderate","Moderate","Sometimes","Rarely","Sometimes","Not sure","Strongly agree","Disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Supportive","No",3.08,9.93,10,7.64,4.71
"R_7f3oy6ANIl067Wd","General","35 - 44","Male",NA,"33812","Polk",NA,"$100,000 or more",300,"About once a month","1 - 4 years","Excellent",2,1,1,0,0,0,NA,2,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5,1,1,0,1,0,1,0,1,3,"Rarely","Often","Rarely","Sometimes","Sometimes","Always","Always","Sometimes",NA,"Sometimes","Often","Often","Rarely","Sometimes","Often","Moderate","Medium","Deep","Moderate","Sometimes","Never","Sometimes","Not sure","Agree","Disagree","Agree","Disagree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Supportive","No",5.18,5.19,9.92,10,9.99
"R_1od0pKt79JQDEib","General","55 - 64","Male",NA,"33803","Polk",NA,"$100,000 or more",250,"About once a month","1 - 4 years","Fair",1,1,0,0,0,0,NA,1,1,0,0,45,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,1,0,0,1,1,0,0,0,3,"Often","Often","Often","Rarely","Rarely","Sometimes","Rarely","Rarely","Ladyfish","Often","Sometimes","Sometimes","Often","Often","Sometimes","Moderate","Medium","Moderate","Not sure","Not sure","Sometimes","Sometimes","Not sure","Agree","Disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree","Somewhat agree","Supportive","No",4.81,8.86,4.16,3.97,1.39
"R_1RK00iTjvi6L0Qh","General","35 - 44","Male",NA,"34221","Manatee",NA,"$50,001 - $75,000",200,"Many times a week","20 years or more","Excellent",1,0,0,0,0,1,"Clam farming",1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,1,0,1,2,"Sometimes","Sometimes","Often","Sometimes","Rarely","Sometimes","Often","Rarely","Sharks","Often","Often","Rarely","Sometimes","Often","Sometimes","Moderate","Medium","Moderate","Moderate","Often","Rarely","Sometimes","Rarely","Strongly agree","Disagree","Agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat disagree","Supportive","No",3.05,7.5,5.83,7.99,10
"R_7fiLDHEmS22IRF2","General","45 - 54","Female",NA,"34639","Pasco",NA,"$25,000 or less",200,"A few times","1 - 4 years","Good",3,1,1,0,0,1,"To learn more",2,0,1,1,19,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1,1,1,0,1,1,0,3,"Rarely","Rarely","Often","Never","Rarely","Always","Never","Always","Flounder","Rarely","Sometimes","Always","Never","Often","Always","Not sure","Medium","Shallow","Complex","Often","Sometimes","Always","Rarely","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",0,0,10,0,10
"R_6LIaKRwwIFbixFv","General","55 - 64","Male",NA,"33635","Hillsborough",NA,NA,NA,"About once a month","10 - 19 years","Excellent",2,1,1,0,0,0,NA,2,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,1,0,1,1,1,0,1,3,"Always","Always","Always","Sometimes","Sometimes","Rarely","Never","Never",NA,"Often","Rarely","Never","Sometimes","Often","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly agree","Disagree","Agree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",0.92,7.39,1.15,9.81,10
"R_393RpHC2CCYwsPf","General","35 - 44","Female",NA,"33716","Pinellas",NA,"$75,001 - $100,000",2000,"A few times","10 - 19 years","Excellent",1,1,0,0,0,0,NA,1,1,0,0,58,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,7,"Always","Often","Always","Sometimes","Always","Always","Always","Always","Flounder","Always","Always","Often","Sometimes","Always","Often","Not sure","Medium","Moderate","Complex","Sometimes","Sometimes","Often","Not sure","Somewhat agree","Agree","Somewhat agree","Agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Disagree","Supportive","No",3.32,8.29,4.59,8.52,5.28
"R_7Jb0y2ZHTr4QspW","General","45 - 54","Male",NA,"33544","Pasco",NA,"$50,001 - $75,000",40,"About once a week","1 - 4 years","Good",2,1,1,0,0,0,NA,2,0,1,1,23,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,1,0,1,0,0,3,"Often","Often","Often","Never","Sometimes","Sometimes","Sometimes","Sometimes","Mackerel","Often","Rarely","Rarely","Rarely","Often","Sometimes","Moderate","Small","Moderate","Moderate","Sometimes","Sometimes","Rarely","Rarely","Agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Disagree","Agree","Disagree","Agree","Supportive","Yes",6.09,7.06,4.82,2.29,1.28
"R_7SyNvhwbAIQwfNT","General","35 - 44","Male",NA,"34240","Sarasota",NA,"$100,000 or more",100,"A few times","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7,0,1,1,1,1,1,1,1,4,"Sometimes","Often","Often","Rarely","Often","Often","Never","Never",NA,"Often","Never","Never","Rarely","Sometimes","Rarely",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Somewhat disagree","Agree","Disagree","Somewhat disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Disagree","Supportive","No",10,5,7.25,9.16,6.56
"R_14ObwQliLBv2UTT","General","35 - 44","Male",NA,"33572","Hillsborough",NA,"$100,000 or more",50,"Many times a week","20 years or more","Excellent",2,1,0,0,1,0,NA,1,1,0,0,39,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,5,"Often","Often","Often","Often","Sometimes","Often","Rarely","Sometimes","Tripletail","Always","Often","Sometimes","Often","Always","Often","Moderate","Large","Moderate","Moderate","Sometimes","Sometimes","Often","Not sure","Somewhat agree","Disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Supportive","No",4.96,5.23,5.57,5.6,8.88
"R_65YxS6zukVQ52mZ","General","45 - 54","Male",NA,"33527","Hillsborough",NA,"$100,000 or more",30,"About once a week","10 - 19 years","Good",1,1,0,0,0,0,NA,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,3,"Often","Often","Often","Rarely","Sometimes","Rarely","Never","Rarely","Flounder","Sometimes","Never","Never","Rarely","Often","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Somewhat disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neutral","No",3.01,5.19,4.93,7.72,6.72
"R_316upLXHoK0Ef4N","General","55 - 64","Male",NA,"33713","Pinellas",NA,"$75,001 - $100,000",50,"About once a week","20 years or more","Excellent",2,1,1,0,0,0,NA,2,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,1,1,1,0,1,5,"Often","Always","Often","Rarely","Often","Sometimes","Sometimes","Always","whiting, blue runner, mackerel","Often","Often","Sometimes","Never","Always","Always","Not sure","Not sure","Not sure","Moderate","Often","Sometimes","Often","Sometimes","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neutral","No",4.99,5.87,6.1,5.1,5.04
"R_7nPJ5fQVbABYNEE","General","45 - 54","Female",NA,"33810","Polk",NA,"$25,001 - $50,000",200,"About once a week","20 years or more","Good",3,0,1,1,1,0,NA,2,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,1,1,1,3,"Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often",NA,"Often","Often","Often","Always","Sometimes","Often","High","Medium","Moderate","Not sure","Sometimes","Sometimes","Never","Never","Strongly agree","Agree","Agree","Strongly agree","Strongly disagree","Somewhat agree","Disagree","Agree","Disagree","Agree","Supportive","No",8.92,1.44,0.01,1.32,3.31
"R_7AkXleRYhxQTGtX","General","45 - 54","Male",NA,"33547","Hillsborough",NA,"$100,000 or more",175,"About once a month","20 years or more","Good",1,1,0,0,0,0,NA,1,1,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,2,"Sometimes","Often","Often","Rarely","Never","Sometimes","Rarely","Sometimes","Mackerel","Often","Sometimes","Rarely","Often","Often","Sometimes","Not sure","Not sure","Moderate","Moderate","Sometimes","Rarely","Sometimes","Never","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Disagree","Agree","Disagree","Agree","Supportive","No",0.6,9.34,3.61,1.37,0.58
"R_3ptf0r4PxPsS0Ta","General","35 - 44","Male",NA,"33612","Hillsborough",NA,"$100,000 or more",250,"About once a month","20 years or more","Excellent",2,1,1,0,0,0,NA,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,"Always","Often","Always","Often","Sometimes","Often","Sometimes","Never",NA,"Often","Often","Often","Sometimes","Often","Often","Moderate","Medium","Moderate","Complex","Often","Rarely","Often","Not sure","Agree","Disagree","Somewhat disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",0,0,0,10,10
"R_3P4xIAoDFhckawI","General","35 - 44","Male",NA,"33710","Pinellas",NA,"$100,000 or more",100,"About once a month","20 years or more","Good",1,1,0,0,0,0,NA,3,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1,1,1,0,3,"Often","Sometimes","Often","Sometimes","Sometimes","Rarely","Rarely","Often","Bass","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","High","Medium","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Not sure","Somewhat agree","Disagree","Agree","Disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Supportive","No",0,7.3,9.84,3.35,5.3
"R_3tm6fK1puqiiOfi","General","55 - 64","Male",NA,"33710","Pinellas",NA,"$25,001 - $50,000",NA,"About once a month","5 - 9 years","Good",2,1,0,0,1,0,NA,3,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,1,1,0,0,1,1,3,"Often","Often","Sometimes","Rarely","Sometimes","Often","Rarely","Sometimes","Jask","Often","Rarely","Sometimes","Often","Often","Sometimes","Moderate","Medium","Shallow","Moderate","Often","Often","Often","Not sure","Somewhat agree","Somewhat disagree","Somewhat disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Opposed","No",0.39,6.02,0.29,3.79,10
